date,count
2009-08-08,
2009-08-09,200
2009-08-10,
2009-08-11,236
2009-08-12,
2009-08-13,240
2009-08-14,
2009-08-15,
2009-08-16,124
2009-08-17,
2009-08-18,
2009-08-19,
2009-08-20,
2009-08-21,
2009-08-22,189
2009-08-23,
2009-08-24,
2009-08-25,
2009-08-26,
2009-08-27,
2009-08-28,
2009-08-29,
2009-08-30,
2009-08-31,
2009-09-01,
2009-09-02,
2009-09-03,277
2009-09-04,
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,
2009-09-09,272
2009-09-10,
2009-09-11,
2009-09-12,
2009-09-13,
2009-09-14,
2009-09-15,
2009-09-16,254
2009-09-17,
2009-09-18,248
2009-09-19,190
2009-09-20,166
2009-09-21,250
2009-09-22,272
2009-09-23,255
2009-09-24,235
2009-09-25,240
2009-09-26,
2009-09-27,
2009-09-28,266
2009-09-29,
2009-09-30,
2009-10-01,276
2009-10-02,
2009-10-03,
2009-10-04,216
2009-10-05,295
2009-10-06,
2009-10-07,267
2009-10-08,267
2009-10-09,267
2009-10-10,246
2009-10-11,
2009-10-12,
2009-10-13,
2009-10-14,
2009-10-15,273
2009-10-16,
2009-10-17,198
2009-10-18,
2009-10-19,
2009-10-20,308
2009-10-21,312
2009-10-22,
2009-10-23,322
2009-10-24,
2009-10-25,
2009-10-26,
2009-10-27,
2009-10-28,
2009-10-29,
2009-10-30,
2009-10-31,
2009-11-01,
2009-11-02,
2009-11-03,318
2009-11-04,
2009-11-05,
2009-11-06,306
2009-11-07,216
2009-11-08,
2009-11-09,290
2009-11-10,
2009-11-11,318
2009-11-12,
2009-11-13,
2009-11-14,
2009-11-15,
2009-11-16,
2009-11-17,
2009-11-18,
2009-11-19,
2009-11-20,
2009-11-21,
2009-11-22,263
2009-11-23,
2009-11-24,
2009-11-25,
2009-11-26,
2009-11-27,251
2009-11-28,
2009-11-29,
2009-11-30,
2009-12-01,325
2009-12-02,
2009-12-03,
2009-12-04,260
2009-12-05,
2009-12-06,
2009-12-07,582
2009-12-08,
2009-12-09,364
2009-12-10,
2009-12-11,307
2009-12-12,
2009-12-13,
2009-12-14,315
2009-12-15,350
2009-12-16,
2009-12-17,315
2009-12-18,
2009-12-19,244
2009-12-20,
2009-12-21,
2009-12-22,
2009-12-23,
2009-12-24,202
2009-12-25,
2009-12-26,180
2009-12-27,211
2009-12-28,
2009-12-29,
2009-12-30,
2009-12-31,231
