date,count
2015-08-02,10480
2015-08-03,
2015-08-04,17203
2015-08-05,16581
2015-08-06,
2015-08-07,
2015-08-08,
2015-08-09,10987
2015-08-10,16223
2015-08-11,
2015-08-12,16958
2015-08-13,
2015-08-14,
2015-08-15,23092
2015-08-16,
2015-08-17,37509
2015-08-18,
2015-08-19,
2015-08-20,
2015-08-21,16281
2015-08-22,
2015-08-23,
2015-08-24,16893
2015-08-25,
2015-08-26,
2015-08-27,
2015-08-28,15878
2015-08-29,
2015-08-30,11418
2015-08-31,16374
2015-09-01,17640
2015-09-02,17577
2015-09-03,16321
2015-09-04,
2015-09-05,11428
2015-09-06,
2015-09-07,
2015-09-08,
2015-09-09,
2015-09-10,
2015-09-11,
2015-09-12,
2015-09-13,
2015-09-14,
2015-09-15,
2015-09-16,
2015-09-17,
2015-09-18,
2015-09-19,13567
2015-09-20,
2015-09-21,19579
2015-09-22,
2015-09-23,19702
2015-09-24,19168
2015-09-25,
2015-09-26,
2015-09-27,
2015-09-28,18449
2015-09-29,
2015-09-30,20474
2015-10-01,19613
2015-10-02,17187
2015-10-03,
2015-10-04,
2015-10-05,
2015-10-06,
2015-10-07,19234
2015-10-08,20184
2015-10-09,
2015-10-10,14230
2015-10-11,
2015-10-12,
2015-10-13,
2015-10-14,
2015-10-15,20242
2015-10-16,
2015-10-17,
2015-10-18,
2015-10-19,
2015-10-20,
2015-10-21,
2015-10-22,
2015-10-23,
2015-10-24,
2015-10-25,
2015-10-26,20424
2015-10-27,
2015-10-28,
2015-10-29,
2015-10-30,
2015-10-31,
2015-11-01,
2015-11-02,
2015-11-03,
2015-11-04,
2015-11-05,
2015-11-06,
2015-11-07,14564
2015-11-08,
2015-11-09,
2015-11-10,
2015-11-11,
2015-11-12,
2015-11-13,19323
2015-11-14,
2015-11-15,
2015-11-16,
2015-11-17,
2015-11-18,21096
2015-11-19,21074
2015-11-20,
2015-11-21,14757
2015-11-22,
2015-11-23,
2015-11-24,
2015-11-25,20427
2015-11-26,
2015-11-27,
2015-11-28,13115
2015-11-29,
2015-11-30,19866
2015-12-01,21610
2015-12-02,
2015-12-03,
2015-12-04,
2015-12-05,13511
2015-12-06,
2015-12-07,
2015-12-08,
2015-12-09,
2015-12-10,
2015-12-11,
2015-12-12,
2015-12-13,
2015-12-14,
2015-12-15,19654
2015-12-16,
2015-12-17,
2015-12-18,
2015-12-19,
2015-12-20,
2015-12-21,
2015-12-22,16910
2015-12-23,
2015-12-24,
2015-12-25,
2015-12-26,
2015-12-27,12623
2015-12-28,
2015-12-29,
2015-12-30,
2015-12-31,
